user_id_canon,archetype,predicted_risk,uplift_agent_block_ui,priority_agent_block_ui
u_84,Casual Browser,0.48073936672491935,0.1072847195428786,0.8307805282964678
u_85,Casual Browser,0.5084574754788679,0.11858292960456412,0.6556709411307603
u_86,Hands-On Builder,0.24552664654232526,0.0811954448096791,0.47494995243009347
u_87,Mid-Tier Engager,0.5453972463065507,0.07674554257116593,0.6869485274117857
u_88,Hands-On Builder,0.3355411391283527,0.04789444483514051,0.8565208832664184
u_89,Onboarding Visitor,0.11193257488627385,0.014083893600370425,0.579651265344625
u_90,Casual Browser,0.4786186195421999,0.1447142271132011,0.9378799502641457
u_91,Power User,0.22324955997792298,0.06540427617862961,0.2624445911718747
u_92,Hands-On Builder,0.23934489305310983,0.05181410203425696,0.34781062620234887
u_93,Onboarding Visitor,0.4691650839986767,0.13137174599627172,0.5514921486436727
u_94,Hands-On Builder,0.10930101287827769,0.11454406309174235,0.21400820654014235
u_95,Onboarding Visitor,0.350841738423868,0.1300871767721419,0.3769984851337912
u_96,Onboarding Visitor,0.11473327681688954,0.07929759125974453,0.5621809028774762
u_97,Onboarding Visitor,0.5209560844968074,0.028330375297748844,0.2104728387794105
u_98,Casual Browser,0.862919116541045,0.15747100105697814,0.5851824003582292
u_99,Casual Browser,0.8458084306295857,0.08885032919120453,0.7598215736331086
u_100,Casual Browser,0.8507456473585097,0.12177215367284035,0.801204473586872
u_101,Mid-Tier Engager,0.207768701685737,0.01910011045284439,0.8480261851387139
u_102,Casual Browser,0.9530846398930729,0.1755431763392175,0.8517419362754255
u_103,Onboarding Visitor,0.2414057853315312,0.027631689746650076,0.4903150617709956
u_104,Hands-On Builder,0.35219914462398455,0.13643365098690335,0.8512458239931475
u_105,Casual Browser,0.9623335554103934,0.180992284316618,0.949418088371456
u_106,Casual Browser,0.466028107172517,0.12504158702149443,0.5400062447789233
u_107,Hands-On Builder,0.47801036279397796,0.11421154860255868,0.2915896529441738
u_108,Casual Browser,0.7619557421910526,0.14672231033454144,0.8730681450199129
u_109,Casual Browser,0.8016190764260652,0.17243058992728427,0.7919182159038887
u_110,Casual Browser,0.5447690887902212,0.12045271411002768,0.9527715296549288
u_111,Casual Browser,0.5485361833971406,0.170013187794209,0.9171635350550804
u_112,Hands-On Builder,0.2673122822770018,0.07474395438912071,0.6376480737002606
u_113,Hands-On Builder,0.2665058948831771,0.14173521029799113,0.8904675201402246
u_114,Mid-Tier Engager,0.2016844401116823,0.07809209411552065,0.573512811077286
u_115,Hands-On Builder,0.5191348577625704,0.07476669807072213,0.2791740295512039
u_116,Hands-On Builder,0.012576968831467986,0.11991006061889177,0.7797914953711917
u_117,Casual Browser,0.6300595321119241,0.1750208768465173,0.5762973536419963
u_118,Hands-On Builder,0.08916247674529962,0.08762847600496389,0.7441115037007429
u_119,Onboarding Visitor,0.5437183231209585,0.03517169388931055,0.8699749672000359
u_120,Hands-On Builder,0.3380641675028336,0.07548615233406113,0.6877568597750389
u_121,Hands-On Builder,0.22099377678765253,0.14553015040735498,0.6172211126648608
u_122,Casual Browser,0.5223216696690602,0.1654180670254859,0.7222703229725285
u_123,Casual Browser,0.7271577461569191,0.1735627645430785,0.6550869061967823
u_124,Casual Browser,0.4999748268202887,0.06459556983469363,0.6471033256802854
u_125,Onboarding Visitor,0.33759203987394115,0.07550032476878238,0.6454608939967135
u_126,Hands-On Builder,0.5828544730774738,0.10052695871205773,0.7258911818564222
u_127,Hands-On Builder,0.5490326088038333,0.12620457570793045,0.6749619486390901
u_128,Casual Browser,0.5444002153105774,0.06689831150158801,0.5388870708354939
u_129,Onboarding Visitor,0.5397886850088234,0.12934144398986222,0.5457910261004438
u_130,Casual Browser,0.44910391423801593,0.13677613114386764,0.9541480505281441
u_131,Casual Browser,0.6269298672078842,0.08762395588064839,0.7329928547323394
u_132,Casual Browser,0.5507116244682386,0.104415730302958,0.7756362958148457
u_133,Casual Browser,0.4397742668078514,0.0994701372452185,0.9397952337195754
u_134,Hands-On Builder,0.41995867755191874,0.0843202648003866,0.662885714385564
u_135,Casual Browser,0.8703209324057288,0.06723599518755846,0.6865414446176747
u_136,Onboarding Visitor,0.45932256242566094,0.03219506218998929,0.8267888978359532
u_137,Power User,0.2928697416440324,0.12377702607260951,0.31379694806443503
u_138,Casual Browser,0.7253208111970424,0.07856455870455355,1.0968615140132272
u_139,Hands-On Builder,0.608299740483025,0.042675477724137774,0.2831968049333661
u_140,Hands-On Builder,0.227995917813659,0.07347188478458201,0.21046497977296724
u_141,Casual Browser,0.7285833899501695,0.13239692433586625,1.0230132308041353
u_142,Onboarding Visitor,0.188908839828141,0.1169054671459822,0.37146745585616925
u_143,Casual Browser,0.875949165284204,0.12262653973326627,0.9107897392127047
u_144,Casual Browser,0.8619524675485083,0.17058104694497542,0.9677107624524484
u_145,Casual Browser,0.7355219672420452,0.14656848298636405,1.0012904737224817
u_146,Onboarding Visitor,0.2913305263540643,0.02583396351933514,0.8941159649649166
u_147,Onboarding Visitor,0.3010360813901332,0.0318864013749974,0.4058277970279993
u_148,Casual Browser,0.727190668907727,0.1211847215629679,0.8971703393490813
u_149,Casual Browser,0.46764099286707156,0.11556451503246554,0.4807799007965798
u_150,Hands-On Builder,0.33280396452018296,0.11409619774922122,0.4847665039497946
u_151,Casual Browser,0.9689403837780267,0.14130319957162923,0.9935801853188131
u_152,Casual Browser,0.5687368232740909,0.1143386313403149,0.6573606322413759
u_153,Onboarding Visitor,0.32347850774297826,0.033906439683053985,0.6137667663749298
u_154,Hands-On Builder,0.25951423642259236,0.04175719432556932,0.5526414106072438
u_155,Casual Browser,0.6107341076181594,0.14057014258566825,0.8521660717784314
u_156,Power User,0.44543893158488235,0.06928143268597094,0.8810260725713863
u_157,Hands-On Builder,0.19252517781702655,0.08208985124049407,0.2390148685509815
u_158,Casual Browser,0.8215730229751967,0.08389484094231271,0.8017730622511408
u_159,Hands-On Builder,0.3147556062634345,0.10280687532823919,0.8041201454751994
u_160,Casual Browser,0.48917514806890405,0.17935542371983537,0.7369678982238992
u_161,Mid-Tier Engager,0.18139749745536848,0.04611153095016608,0.254969030159101
u_162,Mid-Tier Engager,0.2888520759798477,0.0788119916164557,0.5923775466917396
u_163,Onboarding Visitor,0.19122046404901066,0.14657382606292624,0.4324517235766743
u_164,Casual Browser,0.654632025981011,0.10665384367710187,0.5084592497365552
u_165,Hands-On Builder,0.26260915795931455,0.09330648828932656,0.7943241592984311
u_166,Casual Browser,0.5868577020761625,0.07262739802803421,0.7651196590937852
u_167,Casual Browser,0.5235656832485277,0.14484210034712203,1.0532934886653467
u_168,Casual Browser,0.7590902667010948,0.0725484482626465,0.9642115532221482
u_169,Onboarding Visitor,0.007247912732123117,0.14429296094533509,0.6850802556415672
u_170,Power User,0.22541229173963975,0.11019277129012357,0.20351785235571837
u_171,Casual Browser,0.7682584032090778,0.1703423703389989,0.699476419646775
u_172,Onboarding Visitor,0.47005375734757493,0.10857461050802915,0.3382403971564226
u_173,Casual Browser,0.6334079593854569,0.14256206505070518,1.0375585377342074
u_174,Mid-Tier Engager,0.604550623924786,0.07298778935197074,0.3222087892734522
u_175,Casual Browser,0.5116182558215076,0.1801722731665487,0.6002420361614998
u_176,Power User,0.29180063638815756,0.14395699345602883,0.5617857374141494
u_177,Casual Browser,0.6436788503320043,0.12986506420657137,0.5843545332986555
u_178,Hands-On Builder,0.09117290073823889,0.14041490688173666,0.34690527409538485
u_179,Casual Browser,0.7423826121689442,0.14166660739839243,0.8193695275719266
u_180,Casual Browser,0.6613583638874165,0.13537378616550064,0.4622506659285167
u_181,Casual Browser,0.5054542174997975,0.12362758261374993,0.44071743110464734
u_182,Hands-On Builder,0.33941958951777684,0.03930028661421678,0.46057170663025
u_183,Hands-On Builder,0.06674404650508572,0.010520752514528286,0.7044651181555035
u_184,Casual Browser,0.7948447858495602,0.09381087175984858,0.7883647307917636
u_185,Power User,0.17015973446901886,0.08136124402449911,0.4960135279267452
u_186,Hands-On Builder,0.6912093386389426,0.06319439331636535,0.5960260949572076
u_187,Onboarding Visitor,0.17016504307163668,0.07278793192036873,0.4558160392572915
u_188,Onboarding Visitor,0.25965807209419905,0.14729075073896694,0.8553024348024789
u_189,Casual Browser,0.7408592494335258,0.10903813189370587,0.43843342363754206
u_190,Casual Browser,0.5936145912070429,0.1233056115104151,0.8713740353208845
u_191,Hands-On Builder,0.4421189571746821,0.028692177189394735,0.8238978653794253
u_192,Hands-On Builder,0.2918146343826823,0.01671408254117827,0.7627192961146774
u_193,Mid-Tier Engager,0.0431616328618451,0.11855733204294923,0.32882872437501276
u_194,Casual Browser,0.4852628517039115,0.139895644510077,0.6071484442862018
u_195,Casual Browser,0.8737658354893496,0.16649867284614528,0.9019335570949731
u_196,Hands-On Builder,0.2739533039710695,0.030980791844117228,0.2589893914265359
u_197,Hands-On Builder,0.23739520744884943,0.09005602796557671,0.7683031898828088
u_198,Hands-On Builder,0.2670788820929144,0.04550994640779257,0.7032348612233532
u_199,Hands-On Builder,0.1034879707346583,0.041928654366002786,0.7107246544647399
u_200,Mid-Tier Engager,0.22795113216234186,0.011613641967417937,0.270168959187314
u_201,Casual Browser,0.6627333305254055,0.07824770129967007,0.9024323813713615
u_202,Casual Browser,1.0,0.10329753560995736,0.8758726876539789
u_203,Hands-On Builder,0.2505649400674639,0.026363026482731464,0.7816457435752953
u_204,Onboarding Visitor,0.24464969297662237,0.14802018165753125,0.22911716937952867
u_205,Casual Browser,0.676738414938215,0.10320857079335309,0.4161774679274546
u_206,Casual Browser,0.6722051205048574,0.07824535253832594,0.6611049699149925
u_207,Power User,0.22994845690931623,0.03787152379591408,0.304151798694407
u_208,Casual Browser,0.8257053209843408,0.1422784519678067,0.7908691342991554
u_209,Casual Browser,0.6227111874163942,0.0689660933410704,1.0421442310547242
u_210,Onboarding Visitor,0.4773689304451496,0.13074077821976196,0.474035811233811
u_211,Power User,0.23101298651698982,0.14460995509320063,0.7914652640908229
u_212,Mid-Tier Engager,0.43144353619464987,0.04454463889343332,0.20016861216250653
u_213,Casual Browser,0.7868797602101908,0.1230133376027203,0.5179602504214289
u_214,Power User,0.20867813507832503,0.01309882314412959,0.22129647775785993
u_215,Casual Browser,0.49002499819996725,0.149699431461811,0.6297030263605481
u_216,Casual Browser,1.0,0.11794964812736243,1.0357327169875519
u_217,Hands-On Builder,0.22652332523012098,0.047808185254217796,0.26786648651929146
u_218,Mid-Tier Engager,0.3042970610133372,0.03895719548632518,0.6244868437206603
u_219,Hands-On Builder,0.16462586137498683,0.10156323087222645,0.516047157383611
u_220,Power User,0.1823972362349482,0.06827038434452401,0.8569277486560687
u_221,Onboarding Visitor,0.4766491048877699,0.03515230046418768,0.2857633997759657
u_222,Casual Browser,0.9264086385938195,0.15647527140815537,0.5484194953515602
u_223,Casual Browser,0.760920312341557,0.13911011962513709,0.42067937802804534
u_224,Casual Browser,0.6509553296201303,0.18021408769012948,0.7037546747419616
u_225,Casual Browser,0.7835316726535464,0.076446625842709,0.594483029695258
u_226,Hands-On Builder,0.19591171866205373,0.11999332427222384,0.8089341537232246
u_227,Casual Browser,0.6976150813463318,0.15429235015441625,0.8234585692384284
u_228,Hands-On Builder,0.13237350274514814,0.026101531155933694,0.6298635165829911
u_229,Mid-Tier Engager,0.12631168044090502,0.10727490218204089,0.5723374878169116
u_230,Hands-On Builder,0.35476652265808534,0.07181662044317624,0.2642952360604407
u_231,Onboarding Visitor,0.3219807096428471,0.14229786997781801,0.5115130786077486
u_232,Onboarding Visitor,0.310809260614259,0.0298255890865059,0.8996536327959614
u_233,Onboarding Visitor,0.22661352635262422,0.0999966747142033,0.7846605035922103
u_234,Casual Browser,0.7116613226660596,0.11347720636481243,1.025421337916981
u_235,Hands-On Builder,0.17217359051439798,0.1439540538827229,0.7762584514725497
u_236,Casual Browser,0.44146697521282485,0.1061964853406387,0.4721291854016879
u_237,Casual Browser,0.6761974130074415,0.194706027328852,0.5592137778453597
u_238,Mid-Tier Engager,0.09425356031693806,0.13620801915410485,0.20218515594948674
u_239,Casual Browser,0.8118445340829866,0.09785365294349188,0.612457087414678
u_240,Hands-On Builder,0.5157009792685964,0.12249584875569985,0.2760251816425448
u_241,Hands-On Builder,0.6342283268293691,0.14938458825249082,0.5309553417111081
u_242,Hands-On Builder,0.27170217319000567,0.04537282030397953,0.6739892420017313
u_243,Casual Browser,0.561155555953651,0.12114880370526475,1.012153706526654
u_244,Casual Browser,0.7019616530585536,0.13282530311934634,0.9244520155636287
u_245,Hands-On Builder,0.24747616586330073,0.051290359012541004,0.8570099170449537
u_246,Onboarding Visitor,0.2773672197869529,0.012137077550444166,0.23772880327565216
u_247,Hands-On Builder,0.47222499596045936,0.04081809418765373,0.20852588479157902
u_248,Hands-On Builder,0.21903951367592533,0.049471163807846184,0.6629366796853489
u_249,Hands-On Builder,0.25130404126245265,0.0721039581845462,0.40254668715557235
u_250,Casual Browser,0.5344989142255938,0.08395434697787627,0.5774507112740412
u_251,Casual Browser,0.6575375190463322,0.18225560993683415,0.631620961385656
u_252,Hands-On Builder,0.5758311543371692,0.10868755858238704,0.3888572405246549
u_253,Casual Browser,0.5747889880746777,0.07192806685835268,0.758005484411111
u_254,Casual Browser,0.8404393990716352,0.1510129431595904,0.7081039130568927
u_255,Onboarding Visitor,0.23996872315505707,0.10151190669678685,0.5586999859636594
u_256,Hands-On Builder,0.4457504855829945,0.14387096431010787,0.6708995280503053
u_257,Power User,0.41814573239418396,0.010422921989862576,0.4709913562798038
u_258,Onboarding Visitor,0.12477872464880943,0.044710542972813,0.3759153809995097
u_259,Casual Browser,0.8135696874278296,0.1898908071125442,0.5163403757661218
u_260,Onboarding Visitor,0.08552216071945434,0.14049874815575963,0.4446318836728379
u_261,Hands-On Builder,0.10238495285184403,0.11088209871188921,0.7192645326723204
u_262,Casual Browser,0.6285050887405006,0.1672068649466556,0.9296934370780285
u_263,Onboarding Visitor,0.5466614162505907,0.022807614110150594,0.6668337706789471
u_264,Hands-On Builder,0.35108503224370974,0.0819426168689527,0.3638197227148122
u_265,Hands-On Builder,0.13941057604626686,0.04242161878045991,0.6116603720982884
u_266,Power User,0.05369951548994858,0.035370526105906415,0.5994827631037936
u_267,Power User,0.3806987361056626,0.12344246187726654,0.5389863386768079
u_268,Casual Browser,0.6794224044294483,0.07890533913527664,0.7849852904687049
u_269,Casual Browser,0.7066911814390244,0.1256112291794939,0.7442534428365677
u_270,Hands-On Builder,0.34303308364673246,0.14140095354204463,0.5958194562518757
u_271,Hands-On Builder,0.47611454437072104,0.036016487779147954,0.7008541682347902
u_272,Hands-On Builder,0.2554704259647891,0.14691907932335285,0.2767397360824078
u_273,Hands-On Builder,0.5012006017832084,0.14920031800654826,0.7247380265043166
u_274,Onboarding Visitor,0.15400666296079904,0.08778640165553639,0.29512030508931597
u_275,Onboarding Visitor,0.06323234040516468,0.033819983624802104,0.2466395988872623
u_276,Hands-On Builder,0.44834545888275384,0.054254684311725386,0.8832557803550272
u_277,Mid-Tier Engager,0.10997586339778063,0.06942899657471491,0.8698942382093089
u_278,Power User,0.29980310270744265,0.053305391410151205,0.24230558145839484
u_279,Hands-On Builder,0.5363077304756033,0.04928898118271221,0.5102774090324735
u_280,Hands-On Builder,0.06705426999363957,0.14611215929029006,0.3303714568098423
u_281,Casual Browser,0.7373425781481131,0.0814710758382044,0.7397414279940926
u_282,Casual Browser,0.4616375155621337,0.1626659072203607,0.981124070099711
u_283,Casual Browser,0.6669105924136807,0.060057440521484484,1.0654282423200232
u_284,Onboarding Visitor,0.014681933127792124,0.09346557371633274,0.6439768574160761
u_285,Casual Browser,0.49291290127017373,0.1882320205535673,0.647733967048272
u_286,Onboarding Visitor,0.16208459011388984,0.05031077317305066,0.6223278959512188
u_287,Onboarding Visitor,0.05558771864927384,0.03597363653608068,0.41840091427591525
u_288,Casual Browser,0.7628731421368042,0.15123517128297975,1.0368765485824423
u_289,Onboarding Visitor,0.32618555306964203,0.10976419702177503,0.8092803241740858
u_290,Casual Browser,0.9516768599767246,0.15632427265327736,0.7907622251957627
u_291,Casual Browser,0.5099186560623747,0.10470436320299237,0.6273592407662524
u_292,Hands-On Builder,0.21718481039517945,0.045308336302306323,0.4053727729080848
u_293,Casual Browser,0.4782209788311516,0.1938286319946862,0.42339259629354165
u_294,Casual Browser,0.5767688055025618,0.1892619311577901,0.9710745957177065
u_295,Onboarding Visitor,0.5954379734962468,0.07402432538499483,0.5152682491273055
u_296,Hands-On Builder,0.39717268660938093,0.12846714126161227,0.4275930498801851
u_297,Casual Browser,0.5055672064555032,0.12332528686880144,0.7297772484984277
u_298,Onboarding Visitor,0.031185910555505757,0.06941446253015145,0.7731165933182564
u_299,Casual Browser,0.4279579619790819,0.08194681266390125,0.4872299453952648
u_300,Casual Browser,0.7679765943353594,0.11969684790887619,1.0003591917692791
u_301,Onboarding Visitor,0.159129571300425,0.08523837140397296,0.8282561845758478
u_302,Onboarding Visitor,0.7380869638355531,0.013150605840016105,0.8626955405237218
u_303,Mid-Tier Engager,0.24369917696780016,0.07217582072455689,0.47824159469583943
u_304,Hands-On Builder,0.17097774059130702,0.11938987057532803,0.3519982828263703
u_305,Hands-On Builder,0.08072398199878913,0.10520644789239776,0.46154857292668894
u_306,Onboarding Visitor,0.4477791997522805,0.09892197844095088,0.43303846736198226
u_307,Casual Browser,0.5973516547155251,0.18733775998120833,0.523307738752002
u_308,Hands-On Builder,0.26147296955370153,0.012524481375532201,0.6250866690710415
u_309,Casual Browser,0.6791904822094437,0.1379866620669128,0.7336369123560402
u_310,Onboarding Visitor,0.24924642287697085,0.12022883877735897,0.8059906946268025
u_311,Casual Browser,0.7888004532026782,0.1357869535781774,0.42247670633744083
u_312,Casual Browser,0.4898309777348185,0.10534537736125307,0.8507075492885885
u_313,Hands-On Builder,0.2393537041475697,0.0290750791128769,0.7340642149580927
u_314,Hands-On Builder,0.20045204994057464,0.13425883005426678,0.7316405984318148
u_315,Power User,0.40099694375353145,0.0759067349342644,0.8202517769668676
u_316,Casual Browser,0.8674355152035755,0.1829361275779982,0.9103236199806457
u_317,Casual Browser,0.527915792454182,0.14201929714064354,1.0494670431533872
u_318,Casual Browser,0.803734941984525,0.1543868963261001,0.632859619874624
u_319,Casual Browser,0.48948655761560056,0.17259656161298298,0.7522465917260801
u_320,Onboarding Visitor,0.24781566399063273,0.1022817762440188,0.2098557642980235
u_321,Power User,0.26449203451846,0.06572767769505126,0.20487031111230386
u_322,Power User,0.4549932251283338,0.08190867375001112,0.3680886343160639
u_323,Casual Browser,0.7895079338725104,0.17242637345462317,0.4705650379973597
u_324,Hands-On Builder,0.09718177285658083,0.062311041492217785,0.3821479575550275
u_325,Hands-On Builder,0.3828986050331805,0.06433700394758958,0.32393030616987817
u_326,Onboarding Visitor,0.297838427885603,0.02339661624812016,0.2199640173870538
u_327,Onboarding Visitor,0.5903979088514874,0.13804182093104467,0.8365129024842346
u_328,Casual Browser,0.5760983318750709,0.07274508409236184,0.4057561919722241
u_329,Casual Browser,0.6144134952920709,0.15074928484279781,0.9152575010359598
u_330,Casual Browser,1.0,0.11784722703239167,0.5065035208436616
u_331,Hands-On Builder,0.48723314496000425,0.06678671463576193,0.83856073539972
u_332,Casual Browser,0.4962069245149608,0.15513725712017573,1.02495715771292
u_333,Casual Browser,0.6496558034719668,0.06939312256818303,0.85773080245848
u_334,Casual Browser,0.7412377990922461,0.14311880961320084,0.8705639048604235
u_335,Casual Browser,0.8009150563139554,0.16808445003612965,0.403737399378782
u_336,Hands-On Builder,0.11793590761943248,0.1259497861041232,0.8894100962795215
u_337,Power User,0.5572754113921149,0.033874254515128537,0.81448282250307
u_338,Onboarding Visitor,0.06294278801876782,0.13563866701094432,0.8265743580110645
u_339,Casual Browser,0.5229522065476816,0.15186045285864191,0.8614711759356104
u_340,Onboarding Visitor,0.5302969759506505,0.13345967211489557,0.44135085005817554
u_341,Onboarding Visitor,0.2709993961105075,0.07793930039542775,0.8255540543633366
u_342,Casual Browser,0.6770890275188419,0.1358846683136083,0.6040618497058347
u_343,Onboarding Visitor,0.301184192228817,0.13866535878401395,0.593898080339542
u_344,Casual Browser,0.5401494015576147,0.18598733606965406,0.4698116806407177
u_345,Onboarding Visitor,0.07373378490111673,0.07274252227166027,0.845368941092925
u_346,Mid-Tier Engager,0.32915651051709327,0.04841776842899544,0.2985393204398493
u_347,Casual Browser,0.7597685848240161,0.11504386083899698,0.557427764011285
u_348,Casual Browser,0.7097774732702404,0.11428700599416496,0.7906939106897504
u_349,Onboarding Visitor,0.18035041428788406,0.05016136249759115,0.7348651001490871
u_350,Onboarding Visitor,0.11049325801614986,0.04760114460661532,0.6335459141554092
u_351,Hands-On Builder,0.2268526189451653,0.1305488111071607,0.3624937389601093
u_352,Power User,0.6389059701703222,0.019780668895852636,0.20066012976924325
u_353,Casual Browser,0.6431391535156833,0.15486556549394317,0.9300054062152074
u_354,Casual Browser,0.6159680460480785,0.08419480720390332,1.0896451281377655
u_355,Mid-Tier Engager,0.24855717435847977,0.05823082507516885,0.7669391842142632
u_356,Casual Browser,0.6374704597128737,0.06861602477887715,0.7221446327096308
u_357,Onboarding Visitor,0.5319284493276698,0.04779630915976468,0.8326370829793746
